instrument,auction_date,settlement_date,leg,term_bucket,isin,amount_chf_mn,signed_chf_mn
GMBF,2020-07-14,2020-10-15,closing,91d,CH0510947721,794.2,-794.2
GMBF,2020-10-13,2020-10-15,opening,91d,CH0510947853,722.6,722.6
GMBF,2020-07-21,2020-10-22,closing,91d,CH0510947739,800.0,-800.0
GMBF,2020-10-20,2020-10-22,opening,91d,CH0510947861,762.75,762.75
Conf. Bonds,2020-10-14,2020-10-28,opening,18yr,CH0440081401,163.25,163.25
GMBF,2020-07-28,2020-10-29,closing,91d,CH0510947747,800.0,-800.0
GMBF,2020-10-27,2020-10-29,opening,91d,CH0510947879,754.1,754.1
GMBF,2020-08-04,2020-11-05,closing,91d,CH0510947754,800.0,-800.0
GMBF,2020-11-03,2020-11-05,opening,91d,CH0510947887,806.5,806.5
GMBF,2020-05-12,2020-11-12,closing,182d,CH0510947630,1038.95,-1038.95
GMBF,2020-11-10,2020-11-12,opening,182d,CH0510947895,1022.7,1022.7
GMBF,2020-08-18,2020-11-19,closing,91d,CH0510947770,800.0,-800.0
GMBF,2020-11-17,2020-11-19,opening,91d,CH0510947903,875.85,875.85
Conf. Bonds,2020-11-11,2020-11-25,opening,37yr,CH0224397338,227.72,227.72
GMBF,2020-08-25,2020-11-26,closing,91d,CH0510947788,800.0,-800.0
GMBF,2020-11-24,2020-11-26,opening,91d,CH0510947911,852.7,852.7
GMBF,2020-09-01,2020-12-03,closing,91d,CH0510947796,724.6,-724.6
GMBF,2020-12-01,2020-12-03,opening,91d,CH0510947929,800.0,800.0
GMBF,2020-09-08,2020-12-10,closing,91d,CH0510947804,750.7,-750.7
GMBF,2020-12-08,2020-12-10,opening,91d,CH0510947937,800.0,800.0
GMBF,2020-09-15,2020-12-17,closing,91d,CH0510947812,842.25,-842.25
GMBF,2020-12-15,2020-12-17,opening,91d,CH0510947945,807.0,807.0
Conf. Bonds,2020-12-09,2020-12-23,opening,9yr,CH0224397171,233.55,233.55
GMBF,2020-09-22,2020-12-24,closing,91d,CH0510947820,792.75,-792.75
GMBF,2020-12-22,2020-12-24,opening,91d,CH0510947952,683.1,683.1
GMBF,2019-12-30,2020-12-31,closing,364d,CH0036183645,155.3,-155.3
GMBF,2020-12-29,2020-12-31,opening,364d,CH0510947960,810.25,810.25
GMBF,2020-10-06,2021-01-07,closing,91d,CH0510947846,754.05,-754.05
GMBF,2021-01-05,2021-01-07,opening,91d,CH0510947978,849.85,849.85
GMBF,2020-10-13,2021-01-14,closing,91d,CH0510947853,722.6,-722.6
GMBF,2021-01-12,2021-01-14,opening,91d,CH0510947986,792.55,792.55
GMBF,2020-10-20,2021-01-21,closing,91d,CH0510947861,762.75,-762.75
GMBF,2021-01-19,2021-01-21,opening,91d,CH0510947994,800.0,800.0
Conf. Bonds,2021-01-13,2021-01-27,opening,11yr,CH0344958688,237.25,237.25
Conf. Bonds,2021-01-13,2021-01-27,opening,24yr,CH0344958498,175.85,175.85
GMBF,2020-10-27,2021-01-28,closing,91d,CH0510947879,754.1,-754.1
GMBF,2021-01-26,2021-01-28,opening,91d,CH0510948000,798.35,798.35
GMBF,2020-11-03,2021-02-04,closing,91d,CH0510947887,806.5,-806.5
GMBF,2021-02-02,2021-02-04,opening,91d,CH0510948018,770.65,770.65
GMBF,2020-08-11,2021-02-11,closing,182d,CH0510947762,962.05,-962.05
GMBF,2021-02-09,2021-02-11,opening,182d,CH0510948026,904.0,904.0
GMBF,2020-11-17,2021-02-18,closing,91d,CH0510947903,875.85,-875.85
GMBF,2021-02-16,2021-02-18,opening,91d,CH0510948034,854.5,854.5
Conf. Bonds,2021-02-10,2021-02-24,opening,10yr,CH0127181029,225.65,225.65
Conf. Bonds,2021-02-10,2021-02-24,opening,21yr,CH0127181169,570.4,570.4
GMBF,2020-11-24,2021-02-25,closing,91d,CH0510947911,852.7,-852.7
GMBF,2021-02-23,2021-02-25,opening,91d,CH0510948042,800.0,800.0
GMBF,2020-12-01,2021-03-04,closing,91d,CH0510947929,800.0,-800.0
GMBF,2021-03-02,2021-03-04,opening,91d,CH0510948059,800.0,800.0
GMBF,2020-12-08,2021-03-11,closing,91d,CH0510947937,800.0,-800.0
GMBF,2021-03-09,2021-03-11,opening,91d,CH0510948067,800.0,800.0
GMBF,2020-12-15,2021-03-18,closing,91d,CH0510947945,807.0,-807.0
GMBF,2021-03-16,2021-03-18,opening,91d,CH0510948075,783.1,783.1
Conf. Bonds,2021-03-10,2021-03-24,opening,5yr,CH0224396983,146.4,146.4
Conf. Bonds,2021-03-10,2021-03-24,opening,11yr,CH0344958688,255.55,255.55
Conf. Bonds,2021-03-10,2021-03-24,opening,18yr,CH0440081401,290.05,290.05
GMBF,2020-12-22,2021-03-25,closing,91d,CH0510947952,683.1,-683.1
GMBF,2021-03-23,2021-03-25,opening,91d,CH0510948083,800.0,800.0
GMBF,2020-09-29,2021-04-01,closing,182d,CH0510947838,787.75,-787.75
GMBF,2021-03-30,2021-04-01,opening,182d,CH0510948091,896.4,896.4
GMBF,2021-01-05,2021-04-08,closing,91d,CH0510947978,849.85,-849.85
GMBF,2021-04-06,2021-04-08,opening,91d,CH0510948109,880.65,880.65
GMBF,2021-01-12,2021-04-15,closing,91d,CH0510947986,792.55,-792.55
GMBF,2021-04-13,2021-04-15,opening,91d,CH0510948117,800.0,800.0
GMBF,2021-01-19,2021-04-22,closing,91d,CH0510947994,800.0,-800.0
GMBF,2021-04-20,2021-04-22,opening,91d,CH0510948125,741.05,741.05
Conf. Bonds,2010-12-08,2021-04-28,closing,10yr,CH0111999816,729.1,-729.1
Conf. Bonds,2011-02-10,2021-04-28,closing,10yr,CH0111999816,334.9,-334.9
Conf. Bonds,2011-04-13,2021-04-28,closing,10yr,CH0111999816,313.7,-313.7
Conf. Bonds,2012-04-11,2021-04-28,closing,9yr,CH0111999816,177.38,-177.38
Conf. Bonds,2013-04-10,2021-04-28,closing,8yr,CH0111999816,124.5,-124.5
Conf. Bonds,2013-09-11,2021-04-28,closing,7yr,CH0111999816,281.89,-281.89
Conf. Bonds,2014-02-12,2021-04-28,closing,7yr,CH0111999816,240.2,-240.2
Conf. Bonds,2021-04-14,2021-04-28,opening,8yr,CH0224397346,390.65,390.65
Conf. Bonds,2021-04-14,2021-04-28,opening,13yr,CH0440081393,362.8,362.8
Conf. Bonds,2021-04-14,2021-04-28,opening,24yr,CH0344958498,306.6,306.6
GMBF,2021-01-26,2021-04-29,closing,91d,CH0510948000,798.35,-798.35
GMBF,2021-04-27,2021-04-29,opening,91d,CH0510948133,800.0,800.0
GMBF,2021-02-02,2021-05-06,closing,91d,CH0510948018,770.65,-770.65
GMBF,2021-05-04,2021-05-06,opening,91d,CH0510948141,797.6,797.6
GMBF,2020-11-10,2021-05-14,closing,182d,CH0510947895,1022.7,-1022.7
GMBF,2021-05-11,2021-05-14,opening,182d,CH0510948158,810.55,810.55
GMBF,2021-02-16,2021-05-20,closing,91d,CH0510948034,854.5,-854.5
GMBF,2021-05-18,2021-05-20,opening,91d,CH0510948166,802.65,802.65
Conf. Bonds,2021-05-12,2021-05-26,opening,6yr,CH0031835561,132.7,132.7
Conf. Bonds,2021-05-12,2021-05-26,opening,11yr,CH0344958688,234.8,234.8
Conf. Bonds,2021-05-12,2021-05-26,opening,18yr,CH0440081401,285.85,285.85
GMBF,2021-02-23,2021-05-27,closing,91d,CH0510948042,800.0,-800.0
GMBF,2021-05-25,2021-05-27,opening,91d,CH0510948174,751.8,751.8
GMBF,2021-03-02,2021-06-03,closing,91d,CH0510948059,800.0,-800.0
GMBF,2021-06-01,2021-06-03,opening,91d,CH0510948182,800.0,800.0
GMBF,2021-03-09,2021-06-10,closing,91d,CH0510948067,800.0,-800.0
GMBF,2021-06-08,2021-06-10,opening,91d,CH0510948190,766.25,766.25
GMBF,2021-03-16,2021-06-17,closing,91d,CH0510948075,783.1,-783.1
GMBF,2021-06-15,2021-06-17,opening,91d,CH0510948208,800.0,800.0
Conf. Bonds,2021-06-09,2021-06-23,opening,4yr,CH0184249990,392.35,392.35
Conf. Bonds,2021-06-09,2021-06-23,opening,14yr,CH0557778310,675.85,675.85
GMBF,2021-03-23,2021-06-24,closing,91d,CH0510948083,800.0,-800.0
GMBF,2021-06-22,2021-06-24,opening,91d,CH0510948216,848.5,848.5
GMBF,2020-06-30,2021-07-01,closing,364d,CH0510947705,800.0,-800.0
GMBF,2021-06-29,2021-07-01,opening,364d,CH0510948224,837.2,837.2
GMBF,2021-04-06,2021-07-08,closing,91d,CH0510948109,880.65,-880.65
GMBF,2021-07-06,2021-07-08,opening,91d,CH0510948232,800.0,800.0
GMBF,2021-04-13,2021-07-15,closing,91d,CH0510948117,800.0,-800.0
GMBF,2021-07-13,2021-07-15,opening,91d,CH0510948240,779.45,779.45
GMBF,2021-04-20,2021-07-22,closing,91d,CH0510948125,741.05,-741.05
GMBF,2021-07-20,2021-07-22,opening,91d,CH0510948257,800.0,800.0
Conf. Bonds,2021-07-14,2021-07-28,opening,4yr,CH0224396983,519.65,519.65
Conf. Bonds,2021-07-14,2021-07-28,opening,9yr,CH0127181029,262.95,262.95
Conf. Bonds,2021-07-14,2021-07-28,opening,33yr,CH0344958472,152.0,152.0
GMBF,2021-04-27,2021-07-29,closing,91d,CH0510948133,800.0,-800.0
GMBF,2021-07-27,2021-07-29,opening,91d,CH0510948265,800.0,800.0
GMBF,2021-05-04,2021-08-05,closing,91d,CH0510948141,797.6,-797.6
GMBF,2021-08-03,2021-08-05,opening,91d,CH0510948273,805.85,805.85
GMBF,2021-02-09,2021-08-12,closing,182d,CH0510948026,904.0,-904.0
GMBF,2021-08-10,2021-08-12,opening,182d,CH0510948281,840.55,840.55
GMBF,2021-05-18,2021-08-19,closing,91d,CH0510948166,802.65,-802.65
GMBF,2021-08-17,2021-08-19,opening,91d,CH0510948299,778.15,778.15
GMBF,2021-05-25,2021-08-26,closing,91d,CH0510948174,751.8,-751.8
GMBF,2021-08-24,2021-08-26,opening,91d,CH0510948307,828.9,828.9
GMBF,2021-06-01,2021-09-02,closing,91d,CH0510948182,800.0,-800.0
GMBF,2021-08-31,2021-09-02,opening,91d,CH0510948315,773.85,773.85
GMBF,2021-06-08,2021-09-09,closing,91d,CH0510948190,766.25,-766.25
GMBF,2021-09-07,2021-09-09,opening,91d,CH0510948323,699.45,699.45
GMBF,2021-06-15,2021-09-16,closing,91d,CH0510948208,800.0,-800.0
GMBF,2021-09-14,2021-09-16,opening,91d,CH0510948331,720.5,720.5
Conf. Bonds,2021-09-08,2021-09-22,opening,3yr,CH0184249990,90.9,90.9
Conf. Bonds,2021-09-08,2021-09-22,opening,10yr,CH0344958688,283.5,283.5
Conf. Bonds,2021-09-08,2021-09-22,opening,23yr,CH0344958498,222.55,222.55
GMBF,2021-06-22,2021-09-23,closing,91d,CH0510948216,848.5,-848.5
GMBF,2021-09-21,2021-09-23,opening,91d,CH0510948349,600.0,600.0
GMBF,2021-03-30,2021-09-30,closing,182d,CH0510948091,896.4,-896.4
GMBF,2021-09-28,2021-09-30,opening,182d,CH0510948356,636.95,636.95
GMBF,2021-07-06,2021-10-07,closing,91d,CH0510948232,800.0,-800.0
GMBF,2021-10-05,2021-10-07,opening,91d,CH0510948364,600.0,600.0
GMBF,2021-07-13,2021-10-14,closing,91d,CH0510948240,779.45,-779.45
GMBF,2021-10-12,2021-10-14,opening,91d,CH0510948372,609.3,609.3
GMBF,2021-07-20,2021-10-21,closing,91d,CH0510948257,800.0,-800.0
GMBF,2021-10-19,2021-10-21,opening,91d,CH0510948380,779.25,779.25
Conf. Bonds,2021-10-13,2021-10-27,opening,12yr,CH0440081393,233.6,233.6
Conf. Bonds,2021-10-13,2021-10-27,opening,17yr,CH0440081401,165.0,165.0
GMBF,2021-07-27,2021-10-28,closing,91d,CH0510948265,800.0,-800.0
GMBF,2021-10-26,2021-10-28,opening,91d,CH0510948398,836.3,836.3
GMBF,2021-08-03,2021-11-04,closing,91d,CH0510948273,805.85,-805.85
GMBF,2021-11-02,2021-11-04,opening,91d,CH0510948406,600.0,600.0
GMBF,2021-05-11,2021-11-11,closing,182d,CH0510948158,810.55,-810.55
GMBF,2021-11-09,2021-11-11,opening,182d,CH0510948414,649.95,649.95
GMBF,2021-08-17,2021-11-18,closing,91d,CH0510948299,778.15,-778.15
GMBF,2021-11-16,2021-11-18,opening,91d,CH0510948422,585.75,585.75
Conf. Bonds,2021-11-10,2021-11-24,opening,8yr,CH0224397171,140.58,140.58
Conf. Bonds,2021-11-10,2021-11-24,opening,13yr,CH0557778310,259.73,259.73
GMBF,2021-08-24,2021-11-25,closing,91d,CH0510948307,828.9,-828.9
GMBF,2021-11-23,2021-11-25,opening,91d,CH0510948430,594.1,594.1
GMBF,2021-08-31,2021-12-02,closing,91d,CH0510948315,773.85,-773.85
GMBF,2021-11-30,2021-12-02,opening,91d,CH0510948448,630.3,630.3
GMBF,2021-09-07,2021-12-09,closing,91d,CH0510948323,699.45,-699.45
GMBF,2021-12-07,2021-12-09,opening,91d,CH0510948455,592.6,592.6
GMBF,2021-09-14,2021-12-16,closing,91d,CH0510948331,720.5,-720.5
GMBF,2021-12-14,2021-12-16,opening,91d,CH0510948463,654.75,654.75
Conf. Bonds,2021-12-08,2021-12-22,opening,14yr,CH0024524966,219.1,219.1
GMBF,2021-09-21,2021-12-23,closing,91d,CH0510948349,600.0,-600.0
GMBF,2021-12-21,2021-12-23,opening,91d,CH0510948471,533.65,533.65
GMBF,2020-12-29,2021-12-30,closing,364d,CH0510947960,810.25,-810.25
GMBF,2021-12-28,2021-12-30,opening,364d,CH0510948489,461.1,461.1
GMBF,2021-10-05,2022-01-06,closing,91d,CH0510948364,600.0,-600.0
GMBF,2022-01-04,2022-01-06,opening,91d,CH1145907270,626.85,626.85
GMBF,2021-10-12,2022-01-13,closing,91d,CH0510948372,609.3,-609.3
GMBF,2022-01-11,2022-01-13,opening,91d,CH1145907288,603.1,603.1
GMBF,2021-10-19,2022-01-20,closing,91d,CH0510948380,779.25,-779.25
GMBF,2022-01-18,2022-01-20,opening,91d,CH1145907296,620.6,620.6
Conf. Bonds,2022-01-12,2022-01-26,opening,10yr,CH0344958688,249.15,249.15
Conf. Bonds,2022-01-12,2022-01-26,opening,17yr,CH0440081401,236.45,236.45
GMBF,2021-10-26,2022-01-27,closing,91d,CH0510948398,836.3,-836.3
GMBF,2022-01-25,2022-01-27,opening,91d,CH1145907304,650.3,650.3
GMBF,2021-11-02,2022-02-03,closing,91d,CH0510948406,600.0,-600.0
GMBF,2022-02-01,2022-02-03,opening,91d,CH1145907312,626.85,626.85
GMBF,2021-08-10,2022-02-10,closing,182d,CH0510948281,840.55,-840.55
GMBF,2022-02-08,2022-02-10,opening,182d,CH1145907320,658.4,658.4
GMBF,2021-11-16,2022-02-17,closing,91d,CH0510948422,585.75,-585.75
GMBF,2022-02-15,2022-02-17,opening,91d,CH1145907338,544.7,544.7
Conf. Bonds,2022-02-09,2022-02-23,opening,8yr,CH0224397171,194.51,194.51
Conf. Bonds,2022-02-09,2022-02-23,opening,12yr,CH0440081393,283.699,283.699
Conf. Bonds,2022-02-09,2022-02-23,opening,23yr,CH0344958498,113.3,113.3
GMBF,2021-11-23,2022-02-24,closing,91d,CH0510948430,594.1,-594.1
GMBF,2022-02-22,2022-02-24,opening,91d,CH1145907346,402.1,402.1
GMBF,2021-11-30,2022-03-03,closing,91d,CH0510948448,630.3,-630.3
GMBF,2022-03-01,2022-03-03,opening,91d,CH1145907353,629.7,629.7
GMBF,2021-12-07,2022-03-10,closing,91d,CH0510948455,592.6,-592.6
GMBF,2022-03-08,2022-03-10,opening,91d,CH1145907361,594.5,594.5
GMBF,2022-12-13,2022-03-16,closing,91d,CH1145907767,1524.75,-1524.75
GMBF,2021-12-14,2022-03-17,closing,91d,CH0510948463,654.75,-654.75
GMBF,2022-03-15,2022-03-17,opening,91d,CH1145907379,540.75,540.75
Conf. Bonds,2022-03-09,2022-03-23,opening,9yr,CH0127181029,212.7,212.7
Conf. Bonds,2022-03-09,2022-03-23,opening,13yr,CH0557778310,174.0,174.0
Conf. Bonds,2022-03-09,2022-03-23,opening,26yr,CH0009755197,144.93,144.93
GMBF,2022-12-20,2022-03-23,closing,91d,CH1145907775,1448.4,-1448.4
GMBF,2021-12-21,2022-03-24,closing,91d,CH0510948471,533.65,-533.65
GMBF,2022-03-22,2022-03-24,opening,91d,CH1145907387,466.85,466.85
GMBF,2021-09-28,2022-03-31,closing,182d,CH0510948356,636.95,-636.95
GMBF,2022-03-29,2022-03-31,opening,182d,CH1145907395,639.25,639.25
GMBF,2022-01-04,2022-04-07,closing,91d,CH1145907270,626.85,-626.85
GMBF,2022-04-05,2022-04-07,opening,91d,CH1145907403,536.85,536.85
GMBF,2022-01-11,2022-04-14,closing,91d,CH1145907288,603.1,-603.1
GMBF,2022-04-12,2022-04-14,opening,91d,CH1145907411,501.5,501.5
GMBF,2022-01-18,2022-04-21,closing,91d,CH1145907296,620.6,-620.6
GMBF,2022-04-19,2022-04-21,opening,91d,CH1145907429,520.8,520.8
Conf. Bonds,2022-04-13,2022-04-27,opening,5yr,CH0031835561,133.0,133.0
Conf. Bonds,2022-04-13,2022-04-27,opening,23yr,CH0344958498,291.4,291.4
GMBF,2022-01-25,2022-04-28,closing,91d,CH1145907304,650.3,-650.3
GMBF,2022-04-26,2022-04-28,opening,91d,CH1145907437,458.95,458.95
GMBF,2022-02-01,2022-05-05,closing,91d,CH1145907312,626.85,-626.85
GMBF,2022-05-03,2022-05-05,opening,91d,CH1145907445,483.45,483.45
GMBF,2021-11-09,2022-05-12,closing,182d,CH0510948414,649.95,-649.95
GMBF,2022-05-10,2022-05-12,opening,182d,CH1145907452,613.05,613.05
GMBF,2022-02-15,2022-05-19,closing,91d,CH1145907338,544.7,-544.7
GMBF,2022-05-17,2022-05-19,opening,91d,CH1145907460,516.4,516.4
Conf. Bonds,2011-05-11,2022-05-25,closing,11yr,-,530.625,-530.625
Conf. Bonds,2011-07-13,2022-05-25,closing,10yr,CH0127181011,434.37,-434.37
Conf. Bonds,2011-09-14,2022-05-25,closing,10yr,CH0127181011,210.4,-210.4
Conf. Bonds,2011-12-14,2022-05-25,closing,10yr,CH0127181011,392.842,-392.842
Conf. Bonds,2012-02-08,2022-05-25,closing,10yr,CH0127181011,671.3,-671.3
Conf. Bonds,2013-03-13,2022-05-25,closing,9yr,CH0127181011,317.3,-317.3
Conf. Bonds,2014-03-12,2022-05-25,closing,8yr,CH0127181011,346.43,-346.43
Conf. Bonds,2016-04-13,2022-05-25,closing,6yr,CH0127181011,330.1,-330.1
Conf. Bonds,2022-05-11,2022-05-25,opening,10yr,CH0344958688,238.94,238.94
Conf. Bonds,2022-05-11,2022-05-25,opening,33yr,CH0344958472,239.02,239.02
GMBF,2022-02-22,2022-05-27,closing,91d,CH1145907346,402.1,-402.1
GMBF,2022-05-24,2022-05-27,opening,91d,CH1145907478,418.9,418.9
GMBF,2022-03-01,2022-06-02,closing,91d,CH1145907353,629.7,-629.7
GMBF,2022-05-31,2022-06-02,opening,91d,CH1145907486,331.8,331.8
GMBF,2022-03-08,2022-06-09,closing,91d,CH1145907361,594.5,-594.5
GMBF,2022-06-07,2022-06-09,opening,91d,CH1145907494,436.55,436.55
GMBF,2022-03-15,2022-06-16,closing,91d,CH1145907379,540.75,-540.75
GMBF,2022-06-14,2022-06-16,opening,91d,CH1145907502,510.85,510.85
Conf. Bonds,2022-06-08,2022-06-22,opening,15yr,CH0127181193,111.34,111.34
Conf. Bonds,2022-06-08,2022-06-22,opening,42yr,CH0224397007,390.1,390.1
GMBF,2022-03-22,2022-06-23,closing,91d,CH1145907387,466.85,-466.85
GMBF,2022-06-21,2022-06-23,opening,91d,CH1145907510,406.45,406.45
GMBF,2021-06-29,2022-06-30,closing,364d,CH0510948224,837.2,-837.2
GMBF,2022-06-28,2022-06-30,opening,364d,CH1145907528,257.45,257.45
GMBF,2022-04-05,2022-07-07,closing,91d,CH1145907403,536.85,-536.85
GMBF,2022-07-05,2022-07-07,opening,91d,CH1145907536,515.65,515.65
GMBF,2022-04-12,2022-07-14,closing,91d,CH1145907411,501.5,-501.5
GMBF,2022-07-12,2022-07-14,opening,91d,CH1145907544,496.2,496.2
GMBF,2022-04-19,2022-07-21,closing,91d,CH1145907429,520.8,-520.8
GMBF,2022-07-19,2022-07-21,opening,91d,CH1145907551,484.0,484.0
Conf. Bonds,2022-07-13,2022-07-27,opening,9yr,CH0344958688,205.1,205.1
Conf. Bonds,2022-07-13,2022-07-27,opening,35yr,CH0224397338,450.5,450.5
GMBF,2022-04-26,2022-07-28,closing,91d,CH1145907437,458.95,-458.95
GMBF,2022-07-26,2022-07-28,opening,91d,CH1145907569,349.45,349.45
GMBF,2022-05-03,2022-08-04,closing,91d,CH1145907445,483.45,-483.45
GMBF,2022-08-02,2022-08-04,opening,91d,CH1145907577,311.45,311.45
GMBF,2022-02-08,2022-08-11,closing,182d,CH1145907320,658.4,-658.4
GMBF,2022-08-09,2022-08-11,opening,182d,CH1145907585,677.05,677.05
SNB Bills,2022-08-11,2022-08-15,opening,7d,CH0134866372,132.0,132.0
GMBF,2022-05-17,2022-08-18,closing,91d,CH1145907460,516.4,-516.4
GMBF,2022-08-16,2022-08-18,opening,91d,CH1145907593,426.8,426.8
SNB Bills,2022-08-11,2022-08-22,closing,7d,CH0134866372,132.0,-132.0
SNB Bills,2022-08-18,2022-08-22,opening,7d,CH0134866406,73.0,73.0
GMBF,2022-05-24,2022-08-25,closing,91d,CH1145907478,418.9,-418.9
GMBF,2022-08-23,2022-08-25,opening,91d,CH1145907601,393.95,393.95
SNB Bills,2022-08-18,2022-08-29,closing,7d,CH0134866406,73.0,-73.0
SNB Bills,2022-08-25,2022-08-29,opening,7d,CH0134866430,48.0,48.0
GMBF,2022-05-31,2022-09-01,closing,91d,CH1145907486,331.8,-331.8
GMBF,2022-08-30,2022-09-01,opening,91d,CH1145907619,525.2,525.2
SNB Bills,2022-08-25,2022-09-05,closing,7d,CH0134866430,48.0,-48.0
SNB Bills,2022-09-01,2022-09-05,opening,7d,CH0134866463,15.0,15.0
GMBF,2022-06-07,2022-09-08,closing,91d,CH1145907494,436.55,-436.55
GMBF,2022-09-06,2022-09-08,opening,91d,CH1145907627,543.35,543.35
SNB Bills,2022-09-01,2022-09-12,closing,7d,CH0134866463,15.0,-15.0
SNB Bills,2022-09-08,2022-09-12,opening,7d,CH0134866497,7.0,7.0
GMBF,2022-06-14,2022-09-15,closing,91d,CH1145907502,510.85,-510.85
GMBF,2022-09-13,2022-09-15,opening,91d,CH1145907635,620.2,620.2
SNB Bills,2022-09-08,2022-09-19,closing,7d,CH0134866497,7.0,-7.0
SNB Bills,2022-09-15,2022-09-19,opening,7d,CH0134866521,6.0,6.0
GMBF,2022-06-21,2022-09-22,closing,91d,CH1145907510,406.45,-406.45
GMBF,2022-09-20,2022-09-22,opening,91d,CH1145907643,521.3,521.3
SNB Bills,2022-09-15,2022-09-26,closing,7d,CH0134866521,6.0,-6.0
SNB Bills,2022-09-22,2022-09-26,opening,28d,CH0134866562,13953.0,13953.0
SNB Bills,2022-09-22,2022-09-26,opening,84d,CH0134866570,3900.0,3900.0
Conf. Bonds,2022-09-14,2022-09-28,opening,4yr,CH0031835561,111.815,111.815
Conf. Bonds,2022-09-14,2022-09-28,opening,22yr,CH0344958498,509.97,509.97
GMBF,2022-03-29,2022-09-29,closing,182d,CH1145907395,639.25,-639.25
GMBF,2022-09-27,2022-09-29,opening,182d,CH1145907650,849.35,849.35
SNB Bills,2022-09-29,2022-10-03,opening,28d,CH0134866620,11644.0,11644.0
SNB Bills,2022-09-29,2022-10-03,opening,168d,CH0134866638,4605.0,4605.0
GMBF,2022-07-05,2022-10-06,closing,91d,CH1145907536,515.65,-515.65
GMBF,2022-10-04,2022-10-06,opening,91d,CH1145907668,629.35,629.35
SNB Bills,2022-10-06,2022-10-10,opening,84d,CH0134866703,2737.0,2737.0
SNB Bills,2022-10-06,2022-10-10,opening,28d,CH0134866695,10193.0,10193.0
GMBF,2022-07-12,2022-10-13,closing,91d,CH1145907544,496.2,-496.2
GMBF,2022-10-11,2022-10-13,opening,91d,CH1145907676,712.35,712.35
SNB Bills,2022-10-13,2022-10-17,opening,28d,CH0134866729,14745.0,14745.0
SNB Bills,2022-10-13,2022-10-17,opening,336d,CH0134866737,3680.0,3680.0
GMBF,2022-07-19,2022-10-20,closing,91d,CH1145907551,484.0,-484.0
GMBF,2022-10-18,2022-10-20,opening,91d,CH1145907684,668.55,668.55
SNB Bills,2022-09-22,2022-10-24,closing,28d,CH0134866562,13953.0,-13953.0
SNB Bills,2022-10-20,2022-10-24,opening,28d,CH0134866745,13994.0,13994.0
SNB Bills,2022-10-20,2022-10-24,opening,84d,CH0134866752,3300.0,3300.0
Conf. Bonds,2022-10-12,2022-10-26,opening,16yr,CH0440081567,766.05,766.05
GMBF,2022-07-26,2022-10-27,closing,91d,CH1145907569,349.45,-349.45
GMBF,2022-10-25,2022-10-27,opening,91d,CH1145907692,626.45,626.45
SNB Bills,2022-09-29,2022-10-31,closing,28d,CH0134866620,11644.0,-11644.0
SNB Bills,2022-10-27,2022-10-31,opening,28d,CH0134866760,15150.0,15150.0
SNB Bills,2022-10-27,2022-10-31,opening,168d,CH0134866778,4812.0,4812.0
GMBF,2022-08-02,2022-11-03,closing,91d,CH1145907577,311.45,-311.45
GMBF,2022-11-01,2022-11-03,opening,91d,CH1145907700,937.35,937.35
SNB Bills,2022-10-06,2022-11-07,closing,28d,CH0134866695,10193.0,-10193.0
SNB Bills,2022-11-03,2022-11-07,opening,28d,CH0134866786,11372.0,11372.0
SNB Bills,2022-11-03,2022-11-07,opening,84d,CH0134866794,1799.0,1799.0
GMBF,2022-05-10,2022-11-10,closing,182d,CH1145907452,613.05,-613.05
GMBF,2022-11-08,2022-11-10,opening,182d,CH1145907718,1057.5,1057.5
SNB Bills,2022-10-13,2022-11-14,closing,28d,CH0134866729,14745.0,-14745.0
SNB Bills,2022-11-10,2022-11-14,opening,28d,CH0134866802,15193.0,15193.0
SNB Bills,2022-11-10,2022-11-14,opening,336d,CH0134866810,2065.0,2065.0
GMBF,2022-08-16,2022-11-17,closing,91d,CH1145907593,426.8,-426.8
GMBF,2022-11-15,2022-11-17,opening,91d,CH1145907726,1070.6,1070.6
SNB Bills,2022-10-20,2022-11-21,closing,28d,CH0134866745,13994.0,-13994.0
SNB Bills,2022-11-17,2022-11-21,opening,84d,CH0134866836,5025.0,5025.0
SNB Bills,2022-11-17,2022-11-21,opening,28d,CH0134866828,13857.0,13857.0
Conf. Bonds,2022-11-09,2022-11-23,opening,9yr,CH0344958688,142.43,142.43
Conf. Bonds,2022-11-09,2022-11-23,opening,14yr,CH0127181193,294.03,294.03
Conf. Bonds,2022-11-09,2022-11-23,opening,41yr,CH0224397007,331.08,331.08
GMBF,2022-08-23,2022-11-24,closing,91d,CH1145907601,393.95,-393.95
GMBF,2022-11-22,2022-11-24,opening,91d,CH1145907734,1120.6,1120.6
SNB Bills,2022-10-27,2022-11-28,closing,28d,CH0134866760,15150.0,-15150.0
SNB Bills,2022-11-24,2022-11-28,opening,28d,CH0134866844,11458.0,11458.0
SNB Bills,2022-11-24,2022-11-28,opening,168d,CH0134866851,4874.0,4874.0
GMBF,2022-08-30,2022-12-01,closing,91d,CH1145907619,525.2,-525.2
GMBF,2022-11-29,2022-12-01,opening,91d,CH1145907742,1200.9,1200.9
SNB Bills,2022-11-03,2022-12-05,closing,28d,CH0134866786,11372.0,-11372.0
SNB Bills,2022-12-01,2022-12-05,opening,28d,CH0134866869,8880.0,8880.0
SNB Bills,2022-12-01,2022-12-05,opening,84d,CH0134866877,9065.0,9065.0
